Unit Name,API,District,Field,Battery,Start Date,Downtime,Operating Time,Allocated HCLiq,Allocated Gas,Allocated Water,Injection Well - Gas,Injection Well - Water,,,,,,,,,,,,
FWU #906 (INJ),42357020340000,PANHANDLE,FWU,FARNSWORTH,10/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #907,42357810910000,PANHANDLE,FWU,FARNSWORTH,10/1/19,77.00,667.00,594.89,"21,506.90","20,840.56",,,,,,,,,,,,,,
FWU #908 (INJ),42357301860000,PANHANDLE,FWU,FARNSWORTH,10/1/19,0.00,744.00,,,,0.00,"24,618.54",,,,,,,,,,,,
FWU #909,42357330610000,PANHANDLE,FWU,FARNSWORTH,10/1/19,253.00,491.00,359.57,"1,133.94","2,199.73",,,,,,,,,,,,,,
FWU #1 (WSW),42357810690000,PANHANDLE,FWU,FARNSWORTH (INJ),11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #101 (INJ),42357009380000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1101 (INJ),42357020350000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1102,42357330000000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,261.96,"15,429.98","1,631.47",,,,,,,,,,,,,,
FWU #1202,42357319860000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1301 (INJ),42357007950000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,,,,"17,857.29",0.00,,,,,,,,,,,,
FWU #1302,42357023500000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1303 (INJ),42357007940000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,,,,"22,352.18","17,740.74",,,,,,,,,,,,
FWU #1304,42357023510000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1305 (INJ),42357007990000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,,,,"69,247.73",0.00,,,,,,,,,,,,
FWU #1306,42357007960000,PANHANDLE,FWU,FARNSWORTH,11/1/19,74.00,646.00,"1,849.25","6,410.73","1,890.36",,,,,,,,,,,,,,
FWU #1307,42357023520000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1308,42357023490000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1309 (INJ),42357811020000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,,,,"36,118.96",0.00,,,,,,,,,,,,
FWU #1310 (INJ),42357301030000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1310A (INJ),42357331790000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,,,,"90,292.49",0.00,,,,,,,,,,,,
FWU #1311,42357301040000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1311 (SWD),42357301040001,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,,,,0.00,"10,888.00",,,,,,,,,,,,
FWU #1312,42357330130000,PANHANDLE,FWU,FARNSWORTH,11/1/19,19.00,701.00,"3,829.26","29,529.94","3,648.94",,,,,,,,,,,,,,
FWU #1313 (INJ),42357333320000,PANHANDLE,FWU,FARNSWORTH,11/1/19,432.00,288.00,,,,138.94,0.00,,,,,,,,,,,,
FWU #1314,42357331890000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,904.50,"22,356.60","8,784.17",,,,,,,,,,,,,,
FWU #1315,42357333730000,PANHANDLE,FWU,FARNSWORTH,11/1/19,5.00,715.00,"1,778.70","1,235.27",182.94,,,,,,,,,,,,,,
FWU #1316,42357331930000,PANHANDLE,FWU,FARNSWORTH,11/1/19,168.00,552.00,579.65,"30,620.19","2,068.33",,,,,,,,,,,,,,
FWU #1317,42357333990000,PANHANDLE,FWU,FARNSWORTH,11/1/19,173.00,547.00,527.28,"37,523.59","1,026.45",,,,,,,,,,,,,,
FWU #1319,42357333740000,PANHANDLE,FWU,FARNSWORTH,11/1/19,29.00,691.00,562.52,"6,686.34","6,736.92",,,,,,,,,,,,,,
FWU #1401 (INJ),42357020410000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,,,,0.00,"18,360.41",,,,,,,,,,,,
FWU #1402 (INJ),42357002670001,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1403 (INJ),42357020660000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1501,42357000600001,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1502 (INJ),42357007030000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,,,,0.00,"30,032.29",,,,,,,,,,,,
FWU #1503 (INJ),42357006060000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1504,42357023340000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1505 (INJ),42357020300000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,,,,"58,141.54",0.00,,,,,,,,,,,,
FWU #1506 (INJ),42357301210000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,,,,"37,903.44",0.00,,,,,,,,,,,,
FWU #1507 (INJ),42357150709999,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1508,42357330630000,PANHANDLE,FWU,FARNSWORTH,11/1/19,29.00,691.00,"1,359.18","43,777.37","2,206.55",,,,,,,,,,,,,,
FWU #1509 (INJ),42357150909999,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1601 (INJ),42357020400000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1602,42357000770002,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,118.81,682.84,"8,724.74",,,,,,,,,,,,,,
FWU #1603 (INJ),42357004720000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,,,,"39,774.76",0.00,,,,,,,,,,,,
FWU #1604,42357004760000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1605 (INJ),42357020370000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1606,42357329830000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,"1,996.09","59,625.76","8,553.10",,,,,,,,,,,,,,
FWU #1607,42357334230000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1802,42357319870000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,380.21,0.00,28.61,,,,,,,,,,,,,,
FWU #1902,42357806010000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1903 (INJ),42357806020000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2 (WSW),42357810700000,PANHANDLE,FWU,FARNSWORTH (INJ),11/1/19,0.00,720.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2001,42357004700000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2002,42357811240000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,"3,968.42",0.00,"6,493.49",,,,,,,,,,,,,,
FWU #2003,42357023810000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2004,42357811260001,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2005 (INJ),42357252290000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2006 (INJ),42357020360000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2007 (INJ),42357020450000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2008,42357020580000,PANHANDLE,FWU,FARNSWORTH,11/1/19,24.00,696.00,381.34,7.85,"3,221.47",,,,,,,,,,,,,,
FWU #2101 (INJ),42357020310000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2102 (INJ),42357020270000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2103,42357020670000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2104 (INJ),42357020280000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2301,42357020560000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2302,42357007760000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2303 (INJ),42357020290000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2304,42357007930000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2305,42357023680000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2306,42357811400000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2307 (INJ),42357020430000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2308,42357007790000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2309 (INJ),42357020380000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2310,42357300490000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,712.89,0.00,"3,346.87",,,,,,,,,,,,,,
FWU #2311,42357313550000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2501,42357811450000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2502,42357002270000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2502A,42357300990000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2503 (INJ),42357020460000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2601,42357811480000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2602 (INJ),42357020420000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2701,42357023320000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2702 (INJ),42357020510000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3001,42357002490000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3002,42357002510000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3003 (INJ),42357020470000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #301,42357009340000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3101,42357023370000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3102,42357023360000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3103 (INJ),42357020480000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3201,42357023450000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3202 (INJ),42357811590000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3203,42357022060000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3204 (INJ),42357811610000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3205 (INJ),42357317680001,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3206,42357319890000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3208,42357334100000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3301 (INJ),42357000290000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3303 (INJ),42357021340000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3401 (INJ),42357020500000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3402 (INJ),42357008730000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3403,42357319880000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3601 (INJ),42357020490000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3602,42357023350000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3701,42357811680000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3702 (INJ),42357811690000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3901,42357811710000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4001,42357811720000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4002,42357023480000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4003 (INJ),42357811740000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #4004,42357005140000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4005,42357023640000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4006,42357023650000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4007 (INJ),42357811780000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #4009,42357020570000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #401,42357001560000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4101,42357009990000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4102,42357021920000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4201,42357000040000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4202 (INJ),42357811820000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #4203 (INJ),42357020330001,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #4204 (INJ),42357010010000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #4301,42357023690000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #501,42357810720000,PANHANDLE,FWU,FARNSWORTH,11/1/19,24.00,696.00,"1,398.81",472.77,"2,067.73",,,,,,,,,,,,,,
FWU #502 (INJ),42357023310000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,,,,0.00,"16,259.69",,,,,,,,,,,,
FWU #503,42357810740001,PANHANDLE,FWU,FARNSWORTH,11/1/19,24.00,696.00,"2,297.55","11,658.53","10,474.20",,,,,,,,,,,,,,
FWU #504,42357300510000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #505,42357050509999,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #506,42357334110000,PANHANDLE,FWU,FARNSWORTH,11/1/19,32.00,688.00,"1,027.63",18.78,"1,203.37",,,,,,,,,,,,,,
FWU #601,42357020640001,PANHANDLE,FWU,FARNSWORTH,11/1/19,24.00,696.00,756.97,"7,978.00","4,611.26",,,,,,,,,,,,,,
FWU #602,42357020630000,PANHANDLE,FWU,FARNSWORTH,11/1/19,24.00,696.00,666.36,506.61,"7,078.35",,,,,,,,,,,,,,
FWU #603 (INJ),42357303410000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #701,42357020620000,PANHANDLE,FWU,FARNSWORTH,11/1/19,27.00,693.00,595.64,409.93,"16,195.51",,,,,,,,,,,,,,
FWU #702,42357810800000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,356.44,"13,035.99","11,442.28",,,,,,,,,,,,,,
FWU #703 (INJ),42357302540000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #801,42357020650000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,950.52,"3,495.87","3,718.74",,,,,,,,,,,,,,
FWU #802,42357004140000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,"2,138.67","9,311.42","13,444.68",,,,,,,,,,,,,,
FWU #803 (INJ),42357810840000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,,,,"43,134.85",0.00,,,,,,,,,,,,
FWU #804 (INJ),42357003990000,PANHANDLE,FWU,FARNSWORTH,11/1/19,24.00,696.00,,,,"12,330.02","37,818.40",,,,,,,,,,,,
FWU #805 (INJ),42357301160000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,,,,"10,477.44","9,810.62",,,,,,,,,,,,
FWU #805 (SWD),42357301160001,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #806,42357330090000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,380.21,222.17,"1,916.58",,,,,,,,,,,,,,
FWU #807,42357334050000,PANHANDLE,FWU,FARNSWORTH,11/1/19,5.00,715.00,738.95,"3,500.57",825.31,,,,,,,,,,,,,,
FWU #808,42357334130000,PANHANDLE,FWU,FARNSWORTH,11/1/19,209.00,511.00,161.05,"3,617.19","5,289.32",,,,,,,,,,,,,,
FWU #901,42357009390000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,202.52,"29,739.56","3,617.55",,,,,,,,,,,,,,
FWU #9010 (INJ),42357330770000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,,,,"97,105.35",0.00,,,,,,,,,,,,
FWU #902,42357023530000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #903,42357009400000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #904,42357022130000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #906 (INJ),42357020340000,PANHANDLE,FWU,FARNSWORTH,11/1/19,720.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #907,42357810910000,PANHANDLE,FWU,FARNSWORTH,11/1/19,48.00,672.00,494.59,"17,861.82","17,976.54",,,,,,,,,,,,,,
FWU #908 (INJ),42357301860000,PANHANDLE,FWU,FARNSWORTH,11/1/19,0.00,720.00,,,,0.00,"20,148.85",,,,,,,,,,,,
FWU #909,42357330610000,PANHANDLE,FWU,FARNSWORTH,11/1/19,24.00,696.00,324.78,"1,595.35","2,932.71",,,,,,,,,,,,,,
FWU #1 (WSW),42357810690000,PANHANDLE,FWU,FARNSWORTH (INJ),12/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #101 (INJ),42357009380000,PANHANDLE,FWU,FARNSWORTH,12/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1101 (INJ),42357020350000,PANHANDLE,FWU,FARNSWORTH,12/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1102,42357330000000,PANHANDLE,FWU,FARNSWORTH,12/1/19,0.00,744.00,"1,314.32","20,629.64","2,636.47",,,,,,,,,,,,,,
FWU #1202,42357319860000,PANHANDLE,FWU,FARNSWORTH,12/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1301 (INJ),42357007950000,PANHANDLE,FWU,FARNSWORTH,12/1/19,0.00,744.00,,,,"64,647.01",0.00,,,,,,,,,,,,
FWU #1302,42357023500000,PANHANDLE,FWU,FARNSWORTH,12/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1303 (INJ),42357007940000,PANHANDLE,FWU,FARNSWORTH,12/1/19,0.00,744.00,,,,"90,268.62",0.00,,,,,,,,,,,,
FWU #1304,42357023510000,PANHANDLE,FWU,FARNSWORTH,12/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1305 (INJ),42357007990000,PANHANDLE,FWU,FARNSWORTH,12/1/19,0.00,744.00,,,,"7,828.46","15,926.99",,,,,,,,,,,,
FWU #1306,42357007960000,PANHANDLE,FWU,FARNSWORTH,12/1/19,14.00,730.00,"2,323.21","9,473.84","3,009.69",,,,,,,,,,,,,,
FWU #1307,42357023520000,PANHANDLE,FWU,FARNSWORTH,12/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1308,42357023490000,PANHANDLE,FWU,FARNSWORTH,12/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1309 (INJ),42357811020000,PANHANDLE,FWU,FARNSWORTH,12/1/19,0.00,744.00,,,,"45,623.00",0.00,,,,,,,,,,,,
FWU #1310 (INJ),42357301030000,PANHANDLE,FWU,FARNSWORTH,12/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1310A (INJ),42357331790000,PANHANDLE,FWU,FARNSWORTH,12/1/19,0.00,744.00,,,,"51,940.41",0.00,,,,,,,,,,,,
FWU #1311,42357301040000,PANHANDLE,FWU,FARNSWORTH,12/1/19,0.00,744.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1311 (SWD),42357301040001,PANHANDLE,FWU,FARNSWORTH,12/1/19,0.00,744.00,,,,0.00,"14,044.00",,,,,,,,,,,,
FWU #1312,42357330130000,PANHANDLE,FWU,FARNSWORTH,12/1/19,0.00,744.00,"4,196.94","28,962.84","4,066.30",,,,,,,,,,,,,,
FWU #1313 (INJ),42357333320000,PANHANDLE,FWU,FARNSWORTH,12/1/19,0.00,744.00,,,,"95,745.92",0.00,,,,,,,,,,,,
FWU #1314,42357331890000,PANHANDLE,FWU,FARNSWORTH,12/1/19,0.00,744.00,620.41,"14,978.67","11,527.50",,,,,,,,,,,,,,
FWU #1315,42357333730000,PANHANDLE,FWU,FARNSWORTH,12/1/19,0.00,744.00,"2,983.88","1,076.90",0.00,,,,,,,,,,,,,,
FWU #1316,42357331930000,PANHANDLE,FWU,FARNSWORTH,12/1/19,0.00,744.00,915.84,"41,933.75","3,314.16",,,,,,,,,,,,,,
FWU #1317,42357333990000,PANHANDLE,FWU,FARNSWORTH,12/1/19,0.00,744.00,0.00,"33,481.73","1,188.77",,,,,,,,,,,,,,
FWU #1319,42357333740000,PANHANDLE,FWU,FARNSWORTH,12/1/19,24.00,720.00,714.03,"6,737.34","8,614.04",,,,,,,,,,,,,,
FWU #1401 (INJ),42357020410000,PANHANDLE,FWU,FARNSWORTH,12/1/19,0.00,744.00,,,,0.00,"19,546.10",,,,,,,,,,,,
FWU #1402 (INJ),42357002670001,PANHANDLE,FWU,FARNSWORTH,12/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1403 (INJ),42357020660000,PANHANDLE,FWU,FARNSWORTH,12/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1501,42357000600001,PANHANDLE,FWU,FARNSWORTH,12/1/19,48.00,696.00,27.73,73.25,"1,364.96",,,,,,,,,,,,,,
