Table 1
Unit Name,Meter Name,Date,End Reading,,,,,,,
FWU #805 (INJ),FWU #805 Water,7/27/19,"1,144.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,7/27/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,7/27/19,759.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,7/28/19,"5,708.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,7/28/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,7/28/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,7/28/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,7/28/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,7/28/19,"1,088.00",,,,,,,
FWU #1310A (INJ),FWU #1310A Water,7/28/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,7/28/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,7/28/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,7/28/19,384.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,7/28/19,630.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,7/28/19,540.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,7/28/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,7/28/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,7/28/19,"121,063.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,7/28/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,7/28/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,7/28/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,7/28/19,"1,049.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,7/28/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,7/28/19,791.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,7/29/19,"5,755.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,7/29/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,7/29/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,7/29/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,7/29/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,7/29/19,"1,099.00",,,,,,,
FWU #1310A (INJ),FWU #1310A Water,7/29/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,7/29/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,7/29/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,7/29/19,368.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,7/29/19,587.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,7/29/19,159.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,7/29/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,7/29/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,7/29/19,"121,148.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,7/29/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,7/29/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,7/29/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,7/29/19,"1,160.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,7/29/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,7/29/19,757.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,7/30/19,"5,412.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,7/30/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,7/30/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,7/30/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,7/30/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,7/30/19,"1,075.00",,,,,,,
FWU #1310A (INJ),FWU #1310A Water,7/30/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,7/30/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,7/30/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,7/30/19,362.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,7/30/19,538.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,7/30/19,511.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,7/30/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,7/30/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,7/30/19,"121,221.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,7/30/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,7/30/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,7/30/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,7/30/19,"1,116.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,7/30/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,7/30/19,796.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,7/31/19,"5,234.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,7/31/19,14.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,7/31/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,7/31/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,7/31/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,7/31/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,7/31/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,7/31/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,7/31/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,7/31/19,341.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,7/31/19,517.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,7/31/19,640.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,7/31/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,7/31/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,7/31/19,"121,299.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,7/31/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,7/31/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,7/31/19,860.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,7/31/19,"1,074.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,7/31/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,7/31/19,808.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,8/1/19,"5,485.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,8/1/19,25.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,8/1/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,8/1/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,8/1/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,8/1/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,8/1/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,8/1/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,8/1/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,8/1/19,357.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,8/1/19,638.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,8/1/19,661.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,8/1/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,8/1/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,8/1/19,"121,382.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,8/1/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,8/1/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,8/1/19,"1,036.00",,,,,,,
FWU #805 (INJ),FWU #805 Water,8/1/19,"1,112.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,8/1/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,8/1/19,828.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,8/2/19,"5,701.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,8/2/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,8/2/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,8/2/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,8/2/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,8/2/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,8/2/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,8/2/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,8/2/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,8/2/19,421.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,8/2/19,641.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,8/2/19,661.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,8/2/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,8/2/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,8/2/19,"121,453.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,8/2/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,8/2/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,8/2/19,"1,096.00",,,,,,,
FWU #805 (INJ),FWU #805 Water,8/2/19,"1,129.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,8/2/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,8/2/19,846.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,8/3/19,"5,627.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,8/3/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,8/3/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,8/3/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,8/3/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,8/3/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,8/3/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,8/3/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,8/3/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,8/3/19,400.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,8/3/19,580.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,8/3/19,655.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,8/3/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,8/3/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,8/3/19,"121,538.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,8/3/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,8/3/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,8/3/19,"1,134.00",,,,,,,
FWU #805 (INJ),FWU #805 Water,8/3/19,"1,109.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,8/3/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,8/3/19,851.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,8/4/19,"5,616.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,8/4/19,91.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,8/4/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,8/4/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,8/4/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,8/4/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,8/4/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,8/4/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,8/4/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,8/4/19,563.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,8/4/19,600.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,8/4/19,574.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,8/4/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,8/4/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,8/4/19,"121,612.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,8/4/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,8/4/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,8/4/19,"1,141.00",,,,,,,
FWU #805 (INJ),FWU #805 Water,8/4/19,"1,113.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,8/4/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,8/4/19,889.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,8/5/19,"5,447.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,8/5/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,8/5/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,8/5/19,590.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,8/5/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,8/5/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,8/5/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,8/5/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,8/5/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,8/5/19,474.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,8/5/19,686.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,8/5/19,76.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,8/5/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,8/5/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,8/5/19,"121,686.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,8/5/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,8/5/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,8/5/19,"1,180.00",,,,,,,
FWU #805 (INJ),FWU #805 Water,8/5/19,"1,157.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,8/5/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,8/5/19,916.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,8/6/19,"5,849.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,8/6/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,8/6/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,8/6/19,701.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,8/6/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,8/6/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,8/6/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,8/6/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,8/6/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,8/6/19,474.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,8/6/19,670.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,8/6/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,8/6/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,8/6/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,8/6/19,"121,765.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,8/6/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,8/6/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,8/6/19,"1,178.00",,,,,,,
FWU #805 (INJ),FWU #805 Water,8/6/19,"1,180.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,8/6/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,8/6/19,948.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,8/7/19,"5,704.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,8/7/19,64.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,8/7/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,8/7/19,697.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,8/7/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,8/7/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,8/7/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,8/7/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,8/7/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,8/7/19,407.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,8/7/19,572.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,8/7/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,8/7/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,8/7/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,8/7/19,"121,853.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,8/7/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,8/7/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,8/7/19,"1,146.00",,,,,,,
FWU #805 (INJ),FWU #805 Water,8/7/19,"1,118.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,8/7/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,8/7/19,906.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,8/8/19,"5,364.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,8/8/19,150.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,8/8/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,8/8/19,711.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,8/8/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,8/8/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,8/8/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,8/8/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,8/8/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,8/8/19,515.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,8/8/19,721.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,8/8/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,8/8/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,8/8/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,8/8/19,"121,932.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,8/8/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,8/8/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,8/8/19,"1,169.00",,,,,,,
FWU #805 (INJ),FWU #805 Water,8/8/19,"1,174.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,8/8/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,8/8/19,937.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,8/9/19,"5,882.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,8/9/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,8/9/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,8/9/19,703.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,8/9/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,8/9/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,8/9/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,8/9/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,8/9/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,8/9/19,470.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,8/9/19,676.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,8/9/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,8/9/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,8/9/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,8/9/19,"122,006.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,8/9/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,8/9/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,8/9/19,"1,175.00",,,,,,,
FWU #805 (INJ),FWU #805 Water,8/9/19,"1,180.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,8/9/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,8/9/19,933.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,8/10/19,"5,747.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,8/10/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,8/10/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,8/10/19,683.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,8/10/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,8/10/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,8/10/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,8/10/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,8/10/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,8/10/19,467.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,8/10/19,671.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,8/10/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,8/10/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,8/10/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,8/10/19,"122,091.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,8/10/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,8/10/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,8/10/19,"1,166.00",,,,,,,
FWU #805 (INJ),FWU #805 Water,8/10/19,"1,171.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,8/10/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,8/10/19,929.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,8/11/19,"5,699.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,8/11/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,8/11/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,8/11/19,672.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,8/11/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,8/11/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,8/11/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,8/11/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,8/11/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,8/11/19,391.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,8/11/19,562.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,8/11/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,8/11/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,8/11/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,8/11/19,"122,168.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,8/11/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,8/11/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,8/11/19,"1,156.00",,,,,,,
FWU #805 (INJ),FWU #805 Water,8/11/19,"1,100.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,8/11/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,8/11/19,913.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,8/12/19,"5,210.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,8/12/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,8/12/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,8/12/19,647.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,8/12/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,8/12/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,8/12/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,8/12/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,8/12/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,8/12/19,473.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,8/12/19,668.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,8/12/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,8/12/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,8/12/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,8/12/19,"122,246.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,8/12/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,8/12/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,8/12/19,"1,237.00",,,,,,,
FWU #805 (INJ),FWU #805 Water,8/12/19,"1,149.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,8/12/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,8/12/19,699.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,8/13/19,"5,620.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,8/13/19,69.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,8/13/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,8/13/19,270.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,8/13/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,8/13/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,8/13/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,8/13/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,8/13/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,8/13/19,496.00,,,,,,,
